강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간
Selenium WebDriver Test Automation Framework With Real Project,https://www.udemy.com/course/webdriver-test-automation-framework-step-by-step/,Ken Ho,4.081469,390,12397,44,5시간
"Automation Testing Masterclass - Selenium, Cucumber and More",https://www.udemy.com/course/automation-testing-masterclass/,Laurentiu Raducu,4.448483,387,36638,137,16.5시간
Step in to Java Automation|Try Step by Step Java for Testers,https://www.udemy.com/course/java-for-software-testers/,Automation World,4.660443,380,3098,133,13.5시간
Best Software QA Testing Training H2K Infosys Live Classes,https://www.udemy.com/course/best-software-qa-testing-training-by-h2k-infosys/,H2K Infosys,3.6409621,379,4129,53,8.5시간
"UI Automation with Serenity BDD (Selenium, Cucumber, Junit)",https://www.udemy.com/course/ui-automation-with-serenity-bdd/,Tejasvi Hegde,4.0462904,363,2651,64,11.5시간
"Selenium, C# and Everything in Between",https://www.udemy.com/course/selenium-csharp-and-everything-in-between/,Roei Sabag,4.1932373,362,2260,110,10.5시간
TestNG Complete Bootcamp For Beginners - Novice To Ninja,https://www.udemy.com/course/testng-complete-bootcamp/,Lets Kode It,4.5336113,360,3934,38,5시간
"Gherkin and Cucumber: BDD Testing for IOS, Android, and Web",https://www.udemy.com/course/gherkin-and-cucumber-bdd-testing-for-apps-and-websites/,Shannon Atkinson,3.7015402,358,6075,36,2시간
Appium WinAppDriver UI Automation Testing Windows Apps in C#,https://www.udemy.com/course/appium-winappdriver-automation-testing/,Naeem Akram,4.4342732,353,1470,79,5시간
Selenium WebDriver: JavaScript Automation For Beginners 2019,https://www.udemy.com/course/selenium-webdriver/,Rangel Stoilov,4.3539066,346,12818,23,3시간
Manual Software Testing: Complete Course with Practical Labs,https://www.udemy.com/course/manual-software-testing-h/,Balvir Chahal,4.465213,345,1025,26,7.5시간
Java (and Cucumber) for Automation Testing,https://www.udemy.com/course/java-and-cucumber-for-automation-testing/,Manual 2 Automation Testing,4.5414577,334,13297,77,13.5시간
Selenium WebDriver with C# from Scratch - Nunit Framework,https://www.udemy.com/course/selenium-webdriver-with-csharp-nunit/,Rahul Shetty,4.5505753,319,2332,58,10시간
Web & API Automation by KATALON STUDIO(Best for Newbies),https://www.udemy.com/course/katalonstudio/,Testing World,4.3556314,317,3441,138,17시간
Complete Robot Framework Guide - Beginner to Expert,https://www.udemy.com/course/complete-guide-to-robot-framework-beginner-to-expert/,Bharat Malik,4.470479,315,3950,153,16.5시간
Angular Fundamentals from Scratch & Unit/Integration Testing,https://www.udemy.com/course/angular-fundamentals-unit-integration-testing/,Rahul Shetty,4.570511,315,2766,63,11시간
Certified Web Application Security Tester (C-WAST),https://www.udemy.com/course/certified-web-application-tester/,Cyber Security & Privacy Foundation Pte Ltd,3.5652049,310,4847,35,4시간
Robot Framework Test Automation - Saucelabs Integration,https://www.udemy.com/course/robot-framework-saucelabs-integration/,Bryan Lamb,4.0672283,308,2835,21,1시간
Web Automation-Selenium-Ruby|E-2-E Cucumber integration-15hr,https://www.udemy.com/course/selenium-ruby/,Testing Solution,3.7920864,307,1401,217,15.5시간
An Intro to Software Testing: Ultimate Guide for Testers,https://www.udemy.com/course/software-testing-guide/,Fareed Raja,4.0392723,306,5648,27,1.5시간
Web Service Testing using RestAssured & Apache HttpClient,https://www.udemy.com/course/web-service-testing-using-apache-httpclient/,Rahul Singh Rathore,4.7819066,304,2321,154,16시간
Unit Testing for Typescript & NodeJs Developers with Jest,https://www.udemy.com/course/unit-testing-typescript-nodejs/,Alex Horea,4.4348073,292,3202,44,4시간
Microservices Contract Testing with Pact,https://www.udemy.com/course/microservices-contract-testing-with-pact/,Rahul Shetty,4.412119,290,2980,24,4시간
Appium and Selenium with Python From Basics to Framework.,https://www.udemy.com/course/appium-and-selenium-with-python/,Sujith Reddy,4.456685,284,1927,230,18.5시간
