강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간
Apache Spark 3 & Big Data Essentials in Scala | Rock the JVM,https://www.udemy.com/course/spark-essentials/,Daniel Ciocîrlan,4.7074013,1381,7994,25,7.5시간
Embedded Systems Bare-Metal Programming Ground Up™ (STM32),https://www.udemy.com/course/embedded-systems-bare-metal-programming/,Israel Gbati,4.4941344,1361,7746,136,24.5시간
Dependency Injection in .NET Core & .NET 6 (Second Edition),https://www.udemy.com/course/dependency-injection-in-net-core-2-and-aspnet-core-2/,Aref Karimi,4.4660015,1357,6291,24,2시간
QC101 Quantum Computing & Quantum Physics for Beginners,https://www.udemy.com/course/qc101-introduction-to-quantum-computing-quantum-physics-for-beginners/,Kumaresan Ramanathan,4.5715837,1339,6826,107,3.5시간
Domain Driven Design: Complete Software Architecture Course,https://www.udemy.com/course/domain-driven-design-complete-software-architecture-course/,Binary Brain,3.9967322,1330,6906,14,1.5시간
"Learn AWS Identity Management with AWS IAM, SSO & Federation",https://www.udemy.com/course/aws-iam-aws-organizations-aws-sso-aws-directory-service-federation/,Neal Davis | AWS Certified Solutions Architect & Developer,4.6107645,1244,23524,51,4시간
Unified Modeling Language (UML): Complete Guide & Examples,https://www.udemy.com/course/uml-the-complete-uml-unified-modeling-language-reference/,Maged Koshty,4.1387067,1225,5955,50,4시간
Atlassian Bamboo from Beginner to Advanced!,https://www.udemy.com/course/bamboo-continuous-integration-for-devops-developers/,Aref Karimi,4.122528,1202,7929,36,5.5시간
Algorithms and Data Structures in C#: Complete Tutorial,https://www.udemy.com/course/algorithms-data-structures-csharp/,Engineer Spock,4.365331,1146,9216,137,15.5시간
TCP/IP Socket Programming in C# .Net For Coders & Students,https://www.udemy.com/course/tcpip-socket-programming-for-coders-using-csharp-net/,Naeem Akram,4.605809,1142,10494,73,4.5시간
Cryptocurrency Trading Bot with a User Interface in Python,https://www.udemy.com/course/cryptocurrency-trading-bot-with-user-interface-in-python/,Vincent Carmier,4.4946523,1111,10166,65,10시간
Apache Airflow | A Real-Time & Hands-On Course on Airflow,https://www.udemy.com/course/apache-airflow/,A to Z Mentors,4.4586635,1101,6442,63,6시간
Software Architecture: Meta and SOLID Principles in C#,https://www.udemy.com/course/solid-principles/,Engineer Spock,3.8605604,1098,7568,64,5시간
JavaScript Interview Prep: Practice Problems,https://www.udemy.com/course/javascript-interview-prep/,Eric Traub,4.905561,1052,13287,122,4시간
Learn Unit Testing with NUnit and C#,https://www.udemy.com/course/unit-testing/,Engineer Spock,4.379536,1046,5561,94,7.5시간
"Event-Driven Microservices, CQRS, SAGA, Axon, Spring Boot",https://www.udemy.com/course/spring-boot-microservices-cqrs-saga-axon-framework/,Sergey Kargopolov,4.604015,1016,9040,164,9시간
Advanced Object Oriented Analysis of Hard Problems using UML,https://www.udemy.com/course/advanced-object-oriented-analysis-of-hard-problems/,Per Emanuelsson,4.450151,990,9822,80,9.5시간
Autonomous Cars: Deep Learning and Computer Vision in Python,https://www.udemy.com/course/autonomous-cars-deep-learning-and-computer-vision-in-python/,Sundog Education by Frank Kane,4.3824553,979,9073,92,13시간
Programming the Arduino - Getting Started,https://www.udemy.com/course/arduino-programming-for-beginners/,Edouard Renard,4.70485,975,5893,79,7시간
Data Structure & Algorithm using C++ : Zero To Mastery 2022,https://www.udemy.com/course/data-structures-algorithms-using-c-zero-to-mastery/,Ankit Thakran,4.4117517,965,7046,268,64.5시간
Learn MATLAB and Simulink Programming,https://www.udemy.com/course/learn-matlab-and-simulink-programming/,Jordan Christman,4.375057,957,6072,76,7시간
CS101 Bootcamp: Introduction to Computer Science & Software,https://www.udemy.com/course/cs101-introduction-to-computer-science/,Samuel Spencer,3.9836884,947,6523,13,2.5시간
RSLogix/Studio 5000 PLC Ladder Logic Training. Basic.,https://www.udemy.com/course/basic-introduction-and-programming-of-plcs-using-logix5000/,Jeff Sharman,4.280712,945,3105,31,3시간
Spring Boot For Beginners,https://www.udemy.com/course/spring-boot-essentials/,Nelson Jamal,4.5426755,937,6913,20,1.5시간
"Learn By Example: Hadoop, MapReduce for Big Data problems",https://www.udemy.com/course/learn-by-example-hadoop-mapreduce/,Loony Corn,4.1822124,932,8430,73,13.5시간
Data Structures and Algorithms In C#,https://www.udemy.com/course/data-structures-and-algorithms-in-csharp/,Deepali Srivastava,4.1499386,930,4569,149,10.5시간
Build Microservices with .NET & Amazon Web Services,https://www.udemy.com/course/build-microservices-with-aspnet-core-amazon-web-services/,Aref Karimi,4.048177,921,5293,76,12.5시간
