강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간
LPI Linux Essentials (010-160) Complete Course and Exams,https://www.udemy.com/course/linux-essentials-010/,"Jason Dion • 700,000+ Enrollments Worldwide",4.61821,3467,13788,82,7.5시간
Clear and Simple VMware vSphere 6.5 Foundations VCP - Part 1,https://www.udemy.com/course/vsphere-65-foundations/,Rick Crisci,4.6855855,3427,15123,45,5시간
CCNA Security 2019 210-260 Video Boot Camp With Chris Bryant,https://www.udemy.com/course/ccnasecurityvideobootcamp/,Chris Bryant,4.0294685,3392,29789,464,62시간
Salesforce Certified Platform Developer I,https://www.udemy.com/course/salesforce-platform-developer-certification/,Deepika Khanna,4.324097,3389,18852,107,15시간
Microsoft AZ-303 Certification: Azure Architect Technologies,https://www.udemy.com/course/microsoft-az-300-azure-architect-technologies/,Skylines Academy,4.2574425,3348,19178,257,25시간
CISM Certification: CISM Domain 1 Video Boot Camp 2022,https://www.udemy.com/course/cism-domain1-2/,"Thor Pedersen | 290,000+ Enrollments Worldwide",4.5594816,3331,12835,45,5시간
DP-203 - Data Engineering on Microsoft Azure 2021,https://www.udemy.com/course/data-engineering-on-microsoft-azure/,Alan Rodrigues,4.565454,3253,21019,273,23.5시간
AWS Certified Solutions Architect Professional Practice Exam,https://www.udemy.com/course/aws-solutions-architect-professional-practice-exams-amazon/,Jon Bonso | AWS Certified Solutions Architect Professional,4.576599,3187,27539,0,300개의 질문
Cisco CCNP Enterprise ( ENARSI + ENCOR ) Training,https://www.udemy.com/course/ccnp-all-in-one/,Networkel Inc.,4.469937,3166,16475,129,18시간
CompTIA Security+ (SY0-601) Practice Exams & Simulated PBQs,https://www.udemy.com/course/security-601-exams/,"Jason Dion • 700,000+ Enrollments Worldwide",4.470805,3162,26055,0,480개의 질문
AZ-900: Microsoft Azure Fundamentals Practice Tests - Apr 22,https://www.udemy.com/course/microsoft-azure-az-900-certification-exam-practice-tests/,Mohit Kumar,4.6273346,3152,13237,0,340개의 질문
Cypress: Web Automation Testing from Zero to Hero,https://www.udemy.com/course/cypress-web-automation-testing-from-zero-to-hero/,Artem Bondar,4.6536803,3147,14648,44,8.5시간
Cisco CCNA 200-301 Complete Course: Packet Tracer Labs,https://www.udemy.com/course/cisco-ccna-icnd2-200-105-complete-course-sims-and-gns3/,David Bombal,4.575756,3105,22501,696,78.5시간
