강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간,category
Load Testing Using HP LoadRunner 12,https://www.udemy.com/course/loadrunner12/,Mentors Net,4.0,544,2818,91,660.0,software_testing
Mastering SmartBear TestComplete,https://www.udemy.com/course/mastering-smartbear-testcomplete/,Lino Tadros,4.3,540,2134,46,570.0,software_testing
Java Design Patterns & Devops to build Selenium Framework,https://www.udemy.com/course/selenium-design-patterns-framework-design/,Rahul Shetty,4.6,539,5548,49,420.0,software_testing
Complete Cucumber Framework for BDD,https://www.udemy.com/course/cucumber-framework-for-behavior-driven-development/,Tim Short,4.5,537,2854,34,150.0,software_testing
Katalon Studio Beginners - Hands-on Training,https://www.udemy.com/course/katalon-studio-beginners-hands-on-training/,Raghav Pal,4.6,526,2086,63,630.0,software_testing
Software testing and Automation of APIs with UFT/QTP,https://www.udemy.com/course/software-testing-api-testing-101-with-uft/,QTP  Tutorial,3.8,511,3540,115,270.0,software_testing
BDD in C# - using Specflow (Cucumber) to develop a REST API and automate software testing,https://www.udemy.com/course/bdd-in-c-using-specflow-cucumber-to-develop-a-rest-api/,Binary Brain,3.7,508,5781,12,90.0,software_testing
Angular automation with Protractor + Typescript + Cucumber,https://www.udemy.com/course/protractor/,Karthik KK,4.6,500,2775,47,420.0,software_testing
DOCKER | Step by Step for Beginners | with Sample Project,https://www.udemy.com/course/what-is-docker-step-by-step-for-beginners/,Raghav Pal,3.9,494,7482,23,300.0,software_testing
Performance Testing Using Locust 1.0,https://www.udemy.com/course/performance-testing-using-locust/,Anuradha Agarwal,4.1,492,2662,59,450.0,software_testing
Software Testing :Effective Test Case Writing & Formatting,https://www.udemy.com/course/test-case/,Testing World,4.3,488,1879,23,90.0,software_testing
"Instant Test Driven Development with Java, JUnit and Mockito",https://www.udemy.com/course/instant-test-driven-development-with-junit/,Ashley Frieze,4.0,488,3949,49,240.0,software_testing
Job oriented - Practical Software QA Testing,https://www.udemy.com/course/job-oriented-practical-software-qa-testing/,Neil De Odhar,4.5,487,2356,12,450.0,software_testing
Java Lambda & Streams [Examples With Selenium WebDriver],https://www.udemy.com/course/java-8-and-beyond-for-testers/,Vinoth Selvaraj,4.4,476,3833,192,780.0,software_testing
Test Automation with Katalon Studio (Selenium WebDriver),https://www.udemy.com/course/automation-testing-using-katalon-studio-selenium-webdriver/,Abode QA,4.9,475,2935,101,630.0,software_testing
Mobile Testing Masterclass (2022) From The Beginning,https://www.udemy.com/course/mobile-testing-masterclass-from-the-beginning/,Ozan Ilhan,4.4,467,3253,46,180.0,software_testing
ISTQB Agile Tester Sample Exams,https://www.udemy.com/course/istqb-agile-tester-sample-exams/,Tarek Roshdy,4.4,467,6377,0,,software_testing
Selenium WebDriver and Design Patterns,https://www.udemy.com/course/selenium-webdriver-and-design-patterns/,Vinoth Selvaraj,4.4,458,3380,106,450.0,software_testing
PowerUp Automation with Unified Functional Testing/UFT ,https://www.udemy.com/course/introducing-automation-with-unified-functional-testinguft/,QAEversity .,3.3,449,4194,19,90.0,software_testing
Quality Assurance Mastery - Manual Software Testing,https://www.udemy.com/course/quality-assurance-manual/,Victor Gorinov,4.5,441,8823,21,120.0,software_testing
Testing React apps with React Testing Library (RTL),https://www.udemy.com/course/testing-react-apps-with-react-testing-library-rtl/,David Armendáriz,4.3,436,2180,25,150.0,software_testing
API Testing : REST API Testing using Python for Beginners,https://www.udemy.com/course/rest-api-rest-api-testing-using-python-for-beginners/,Prathap G,4.6,428,5842,31,270.0,software_testing
Linux(Unix) Command with Shell Scripting-Must for Testers/QA,https://www.udemy.com/course/unixfortesters/,Automation World,4.2,423,2247,107,630.0,software_testing
Selenium in Java - Setup Simple Test Automation Framework,https://www.udemy.com/course/selenium-in-java-taf-for-beginners-learnit/,Tigran Ter-Karapetyants,4.3,420,81826,24,240.0,software_testing
Test Automation Framework [ Spring Boot + Selenium + BDD ],https://www.udemy.com/course/cucumber-with-spring-boot/,Vinoth Selvaraj,4.6,402,2977,161,630.0,software_testing
Expert's Practical Guide of API Testing using Postman-2022,https://www.udemy.com/course/testing-using-postman/,Testing World,4.7,392,2927,111,810.0,software_testing
Selenium WebDriver Test Automation Framework With Real Project,https://www.udemy.com/course/webdriver-test-automation-framework-step-by-step/,Ken Ho,4.1,390,12397,44,300.0,software_testing
"Automation Testing Masterclass - Selenium, Cucumber and More",https://www.udemy.com/course/automation-testing-masterclass/,Laurentiu Raducu,4.4,387,36638,137,990.0,software_testing
Step in to Java Automation|Try Step by Step Java for Testers,https://www.udemy.com/course/java-for-software-testers/,Automation World,4.7,380,3098,133,810.0,software_testing
Best Software QA Testing Training H2K Infosys Live Classes,https://www.udemy.com/course/best-software-qa-testing-training-by-h2k-infosys/,H2K Infosys,3.6,379,4129,53,510.0,software_testing
"UI Automation with Serenity BDD (Selenium, Cucumber, Junit)",https://www.udemy.com/course/ui-automation-with-serenity-bdd/,Tejasvi Hegde,4.0,363,2651,64,690.0,software_testing
"Selenium, C# and Everything in Between",https://www.udemy.com/course/selenium-csharp-and-everything-in-between/,Roei Sabag,4.2,362,2260,110,630.0,software_testing
TestNG Complete Bootcamp For Beginners - Novice To Ninja,https://www.udemy.com/course/testng-complete-bootcamp/,Lets Kode It,4.5,360,3934,38,300.0,software_testing
