강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간,category
Taming Big Data with Apache Spark and Python - Hands On!,https://www.udemy.com/course/taming-big-data-with-apache-spark-hands-on/,Sundog Education by Frank Kane,4.6,12563,73685,65,420.0,data_science
Introduction to Machine Learning for Data Science,https://www.udemy.com/course/machine-learning-for-data-science/,David Valentine,4.5,11409,54007,62,330.0,data_science
Data Science: Natural Language Processing (NLP) in Python,https://www.udemy.com/course/data-science-natural-language-processing-in-python/,Lazy Programmer Inc.,4.6,10929,41229,88,720.0,data_science
NLP - Natural Language Processing with Python,https://www.udemy.com/course/nlp-natural-language-processing-with-python/,Jose Portilla,4.6,10700,54540,80,690.0,data_science
Complete Machine Learning & Data Science Bootcamp 2022,https://www.udemy.com/course/complete-machine-learning-and-data-science-zero-to-mastery/,Andrei Neagoie,4.7,10429,62783,378,2640.0,data_science
Statistics for Business Analytics and Data Science A-Z™,https://www.udemy.com/course/data-statistics/,Kirill Eremenko,4.5,9623,53610,42,360.0,data_science
Artificial Intelligence: Reinforcement Learning in Python,https://www.udemy.com/course/artificial-intelligence-reinforcement-learning-in-python/,Lazy Programmer Team,4.7,9033,41923,110,870.0,data_science
Data Science: Deep Learning and Neural Networks in Python,https://www.udemy.com/course/data-science-deep-learning-in-python/,Lazy Programmer Inc.,4.6,8240,48976,89,660.0,data_science
R Programming: Advanced Analytics In R For Data Science,https://www.udemy.com/course/r-analytics/,Kirill Eremenko,4.7,7760,55262,54,360.0,data_science
Interactive Python Dashboards with Plotly and Dash,https://www.udemy.com/course/interactive-python-dashboards-with-plotly-and-dash/,Jose Portilla,4.6,7270,39291,69,570.0,data_science
2022 Python for Machine Learning & Data Science Masterclass,https://www.udemy.com/course/python-for-machine-learning-data-science-masterclass/,Jose Portilla,4.7,7204,60484,231,2640.0,data_science
Tensorflow 2.0: Deep Learning and Artificial Intelligence,https://www.udemy.com/course/deep-learning-tensorflow-2/,Lazy Programmer Inc.,4.7,6942,35695,135,1320.0,data_science
Natural Language Processing with Deep Learning in Python,https://www.udemy.com/course/natural-language-processing-with-deep-learning-in-python/,Lazy Programmer Team,4.6,6826,40858,95,720.0,data_science
"Deep Learning and Computer Vision A-Z™: OpenCV, SSD & GANs",https://www.udemy.com/course/computer-vision-a-z/,Hadelin de Ponteves,4.2,6203,44269,86,660.0,data_science
Complete Tensorflow 2 and Keras Deep Learning Bootcamp,https://www.udemy.com/course/complete-tensorflow-2-and-keras-deep-learning-bootcamp/,Jose Portilla,4.7,6140,36960,116,1140.0,data_science
Deep Learning Prerequisites: Linear Regression in Python,https://www.udemy.com/course/data-science-linear-regression-in-python/,Lazy Programmer Inc.,4.7,5329,28662,53,390.0,data_science
DP-900 Azure Data Fundamentals Exam Prep In One Day,https://www.udemy.com/course/dp900-azure/,Scott Duffy  • 700.000+ Students,4.5,5322,30337,37,150.0,data_science
Bayesian Machine Learning in Python: A/B Testing,https://www.udemy.com/course/bayesian-machine-learning-in-python-ab-testing/,Lazy Programmer Inc.,4.6,5303,29656,78,630.0,data_science
DP-100: A-Z Machine Learning using Azure Machine Learning,https://www.udemy.com/course/machine-learning-using-azureml/,Jitesh Khurkhuriya,4.6,5177,31203,228,1590.0,data_science
Probability and Statistics for Business and Data Science,https://www.udemy.com/course/probability-and-statistics-for-business-and-data-science/,Jose Portilla,4.6,5106,26781,53,300.0,data_science
Scala and Spark for Big Data and Machine Learning,https://www.udemy.com/course/scala-and-spark-for-big-data-and-machine-learning/,Jose Portilla,4.6,4919,29185,80,600.0,data_science
The Complete Machine Learning Course with Python,https://www.udemy.com/course/machine-learning-course-with-python/,Codestars by Rob Percival,4.4,4833,28759,111,1050.0,data_science
Machine Learning & Deep Learning in Python & R,https://www.udemy.com/course/data_science_a_to_z/,Start-Tech Academy,4.5,4661,347299,282,2100.0,data_science
SQL & Database Design A-Z™: Learn MS SQL Server + PostgreSQL,https://www.udemy.com/course/sqldatabases/,Kirill Eremenko,4.6,4620,26604,104,750.0,data_science
Advanced AI: Deep Reinforcement Learning in Python,https://www.udemy.com/course/deep-reinforcement-learning-in-python/,Lazy Programmer Team,4.6,4488,34635,79,630.0,data_science
