강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간,category
The Complete Developers Guide to MongoDB,https://www.udemy.com/course/the-complete-developers-guide-to-mongodb/,Stephen Grider,4.6,7178,47020,130,810.0,devel_web
Advanced Javascript,https://www.udemy.com/course/javascript-advanced/,Asim Hussain,4.6,7072,29036,47,390.0,devel_web
Python and Flask Bootcamp: Create Websites using Flask!,https://www.udemy.com/course/python-and-flask-bootcamp-create-websites-using-flask/,Jose Portilla,4.6,7057,37556,127,1200.0,devel_web
Git a Web Developer Job: Mastering the Modern Workflow,https://www.udemy.com/course/git-a-web-developer-job-mastering-the-modern-workflow/,Brad Schiff,4.6,6878,33846,74,960.0,devel_web
"The Modern React Bootcamp (Hooks, Context, NextJS, Router)",https://www.udemy.com/course/modern-react-bootcamp/,Colt Steele,4.6,6761,35168,313,2340.0,devel_web
"HTML, CSS, & JavaScript - Certification Course for Beginners",https://www.udemy.com/course/html-css-javascript-certification-course-for-beginners/,YouAccel Training,4.3,6753,246877,113,330.0,devel_web
Web Development w/ Google’s Go (golang) Programming Language,https://www.udemy.com/course/go-programming-language/,Todd McLeod,4.6,6628,49465,173,1140.0,devel_web
Master Hibernate and JPA with Spring Boot in 100 Steps,https://www.udemy.com/course/hibernate-jpa-tutorial-for-beginners-in-100-steps/,in28Minutes Official,4.4,6624,52739,158,780.0,devel_web
The Complete 2022 Web Development Course - Build 15 Projects,https://www.udemy.com/course/complete-web-development-course/,Development Island (UK),4.5,6553,30984,508,5970.0,devel_web
Learn Spring Boot in 100 Steps - No 1 Java Framework,https://www.udemy.com/course/spring-boot-tutorial-for-beginners/,in28Minutes Official,4.4,6436,54231,129,810.0,devel_web
"React, NodeJS, Express & MongoDB - The MERN Fullstack Guide",https://www.udemy.com/course/react-nodejs-express-mongodb-the-mern-fullstack-guide/,Academind by Maximilian Schwarzmüller,4.6,6416,37027,208,1140.0,devel_web
Angular Front To Back,https://www.udemy.com/course/angular-4-front-to-back/,Brad Traversy,4.8,6384,23882,73,690.0,devel_web
The Complete Elixir and Phoenix Bootcamp,https://www.udemy.com/course/the-complete-elixir-and-phoenix-bootcamp-and-tutorial/,Stephen Grider,4.5,6376,23562,154,1050.0,devel_web
Nuxt.js 2 - Vue.js on Steroids,https://www.udemy.com/course/nuxtjs-vuejs-on-steroids/,Academind by Maximilian Schwarzmüller,4.6,6281,30161,107,390.0,devel_web
Build Web Apps with Vue JS 3 & Firebase,https://www.udemy.com/course/build-web-apps-with-vuejs-firebase/,The Net Ninja (Shaun Pelling),4.8,6230,24904,314,1890.0,devel_web
The Complete jQuery Course: From Beginner To Advanced!,https://www.udemy.com/course/jquery-tutorial/,Joe Parys,4.5,6032,31614,51,360.0,devel_web
Next.js & React - The Complete Guide (incl. Two Paths!),https://www.udemy.com/course/nextjs-react-the-complete-guide/,Maximilian Schwarzmüller,4.8,5958,39854,274,1500.0,devel_web
Bash Shell Scripting: Crash Course For Beginners,https://www.udemy.com/course/bash-shell-scripting-crash-course-for-beginners/,Francesco Santi,4.5,5787,21122,75,330.0,devel_web
The Complete 2020 Fullstack Web Developer Course,https://www.udemy.com/course/thecompletewebdeveloper/,Kalob Taulien,4.6,5764,87632,695,4020.0,devel_web
Accelerated JavaScript Training,https://www.udemy.com/course/javascript-bootcamp-2016/,Maximilian Schwarzmüller,4.5,5761,26552,128,450.0,devel_web
